abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary,genderless,total_stats,offense_defense_ratio,predicted_legendary
"Overgrow, Contrary",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,75,5120,70,528,45,Regal Pokémon,95,1059860,3.3,75,Jalordaジャローダ,Serperior,88.1,497,75,95,113,Grass,None,63,5,FALSE,FALSE,528,0.7894736842105263,0.0898903998907811
"Blaze, Thick Fat",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,63,5120,70,308,45,Fire Pig Pokémon,45,1059860,0.5,65,Pokabuポカブ,Tepig,88.1,498,45,45,45,Fire,None,9.9,5,FALSE,FALSE,308,1.4,1.1729576038416775e-4
"Blaze, Thick Fat",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,93,5120,70,418,45,Fire Pig Pokémon,55,1059860,1,90,Chaobooチャオブー,Pignite,88.1,499,70,55,55,Fire,Fighting,55.5,5,FALSE,FALSE,418,1.690909090909091,0.00483852275708515
"Blaze, Reckless",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,123,5120,70,528,45,Mega Fire Pig Pokémon,65,1059860,1.6,110,Enbuohエンブオー,Emboar,88.1,500,100,65,65,Fire,Fighting,150,5,FALSE,FALSE,528,1.8923076923076922,0.1677167246870277
"Torrent, Shell Armor",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,55,5120,70,308,45,Sea Otter Pokémon,45,1059860,0.5,55,Mijumaruミジュマル,Oshawott,88.1,501,63,45,45,Water,None,5.9,5,FALSE,FALSE,308,1.2222222222222223,4.10343036654451e-5
"Torrent, Shell Armor",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,5120,70,413,45,Discipline Pokémon,60,1059860,0.8,75,Futachimaruフタチマル,Dewott,88.1,502,83,60,60,Water,None,24.5,5,FALSE,FALSE,413,1.25,0.0014338562378016066
"Torrent, Shell Armor",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,100,5120,70,528,45,Formidable Pokémon,85,1059860,1.5,95,Daikenkiダイケンキ,Samurott,88.1,503,108,70,70,Water,None,94.6,5,FALSE,FALSE,528,1.1764705882352942,0.06584967058666083
"Run Away, Keen Eye, Analytic",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,55,3840,70,255,255,Scout Pokémon,39,1000000,0.5,45,Minezumiミネズミ,Patrat,50,504,35,39,42,Normal,None,11.6,5,FALSE,FALSE,255,1.4102564102564104,2.6985381485504537e-6
"Illuminate, Keen Eye, Analytic",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,85,5120,70,420,255,Lookout Pokémon,69,1000000,1.1,60,Miruhogミルホッグ,Watchog,50,505,60,69,77,Normal,None,27,5,FALSE,FALSE,420,1.2318840579710144,7.195253428931579e-4
"Vital Spirit, Pickup, Run Away",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,275,255,Puppy Pokémon,45,1059860,0.4,45,Yorterrieヨーテリー,Lillipup,50,506,25,45,55,Normal,None,4.1,5,FALSE,FALSE,275,1.3333333333333333,5.3114828788188655e-6
"Intimidate, Sand Rush, Scrappy",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,370,120,Loyal Dog Pokémon,65,1059860,0.9,65,Herderrieハーデリア,Herdier,50,507,35,65,60,Normal,None,14.7,5,FALSE,FALSE,370,1.2307692307692308,1.3245863240718577e-4
"Intimidate, Sand Rush, Scrappy",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,110,3840,70,500,45,Big-Hearted Pokémon,90,1059860,1.2,85,Moolandムーランド,Stoutland,50,508,45,90,80,Normal,None,61,5,FALSE,FALSE,500,1.2222222222222223,0.010691627343362053
"Limber, Unburden, Prankster",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,50,5120,70,281,255,Devious Pokémon,37,1000000,0.4,41,Choronekoチョロネコ,Purrloin,50,509,50,37,66,Dark,None,10.1,5,FALSE,FALSE,281,1.3513513513513513,2.6219094776452204e-5
"Limber, Unburden, Prankster",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,88,5120,70,446,90,Cruel Pokémon,50,1000000,1.1,64,Lepardasレパルダス,Liepard,50,510,88,50,106,Dark,None,37.5,5,FALSE,FALSE,446,1.76,0.0069475269046109615
"Gluttony, Overgrow",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,53,5120,70,316,190,Grass Monkey Pokémon,48,1000000,0.6,50,Yanappuヤナップ,Pansage,88.1,511,53,48,64,Grass,None,10.5,5,FALSE,FALSE,316,1.1041666666666667,7.537898347915465e-5
"Gluttony, Overgrow",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,98,5120,70,498,75,Thorn Monkey Pokémon,63,1000000,1.1,75,Yanakkieヤナッキー,Simisage,88.1,512,98,63,101,Grass,None,30.5,5,FALSE,FALSE,498,1.5555555555555556,0.034532247998051636
"Gluttony, Blaze",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,53,5120,70,316,190,High Temp Pokémon,48,1000000,0.6,50,Baoppuバオップ,Pansear,88.1,513,53,48,64,Fire,None,11,5,FALSE,FALSE,316,1.1041666666666667,1.5378069208939882e-4
"Gluttony, Blaze",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,98,5120,70,498,75,Ember Pokémon,63,1000000,1,75,Baokkieバオッキー,Simisear,88.1,514,98,63,101,Fire,None,28,5,FALSE,FALSE,498,1.5555555555555556,0.0680116265440242
"Gluttony, Torrent",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,53,5120,70,316,190,Spray Pokémon,48,1000000,0.6,50,Hiyappuヒヤップ,Panpour,88.1,515,53,48,64,Water,None,13.5,5,FALSE,FALSE,316,1.1041666666666667,5.3799330043184695e-5
"Gluttony, Torrent",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,98,5120,70,498,75,Geyser Pokémon,63,1000000,1,75,Hiyakkieヒヤッキー,Simipour,88.1,516,98,63,101,Water,None,29,5,FALSE,FALSE,498,1.5555555555555556,0.02489184488224831
"Forewarn, Synchronize, Telepathy",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,25,2560,70,292,190,Dream Eater Pokémon,45,800000,0.6,76,Munnaムンナ,Munna,50,517,67,55,24,Psychic,None,23.3,5,FALSE,FALSE,292,0.5555555555555556,4.036982502001748e-4
"Forewarn, Synchronize, Telepathy",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,2560,70,487,75,Drowsing Pokémon,85,800000,1.1,116,Musharnaムシャーナ,Musharna,50,518,107,95,29,Psychic,None,60.5,5,FALSE,FALSE,487,0.6470588235294118,0.2293305316447851
"Big Pecks, Super Luck, Rivalry",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,264,255,Tiny Pigeon Pokémon,50,1059860,0.3,50,Mamepatoマメパト,Pidove,50,519,36,30,43,Normal,Flying,2.1,5,FALSE,FALSE,264,1.1,3.659888931802356e-6
"Big Pecks, Super Luck, Rivalry",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,77,3840,70,358,120,Wild Pigeon Pokémon,62,1059860,0.6,62,Hatobohハトーボー,Tranquill,50,520,50,42,65,Normal,Flying,15,5,FALSE,FALSE,358,1.2419354838709677,8.82361314984097e-5
"Big Pecks, Super Luck, Rivalry",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,115,3840,70,488,45,Proud Pokémon,80,1059860,1.2,80,Kenhallowケンホロウ,Unfezant,50,521,65,55,93,Normal,Flying,29,5,FALSE,FALSE,488,1.4375,0.007147331418812005
"Lightningrod, Motor Drive, Sap Sipper",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,60,5120,70,295,190,Electrified Pokémon,32,1000000,0.8,45,Shimamaシママ,Blitzle,50,522,50,32,76,Electric,None,29.8,5,FALSE,FALSE,295,1.875,1.487663377214495e-4
"Lightningrod, Motor Drive, Sap Sipper",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,100,5120,70,497,75,Thunderbolt Pokémon,63,1000000,1.6,75,Zebraikaゼブライカ,Zebstrika,50,523,80,63,116,Electric,None,79.5,5,FALSE,FALSE,497,1.5873015873015872,0.12199911048114503
"Sturdy, Weak Armor, Sand Force",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,75,3840,70,280,255,Mantle Pokémon,85,1059860,0.4,55,Dangoroダンゴロ,Roggenrola,50,524,25,25,15,Rock,None,18,5,FALSE,FALSE,280,0.8823529411764706,2.543273539680122e-5
"Sturdy, Weak Armor, Sand Force",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,105,3840,70,390,120,Ore Pokémon,105,1059860,0.9,70,Gantleガントル,Boldore,50,525,50,40,20,Rock,None,102,5,FALSE,FALSE,390,1,0.0010530100931355443
"Sturdy, Sand Stream, Sand Force",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,135,3840,70,515,45,Compressed Pokémon,130,1059860,1.7,85,Gigaiathギガイアス,Gigalith,50,526,60,80,25,Rock,None,260,5,FALSE,FALSE,515,1.0384615384615385,0.06768682673218995
"Unaware, Klutz, Simple",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,45,3840,70,323,190,Bat Pokémon,43,1000000,0.4,65,Koromoriコロモリ,Woobat,50,527,55,43,72,Psychic,Flying,2.1,5,FALSE,FALSE,323,1.0465116279069768,0.0011523076707796699
"Unaware, Klutz, Simple",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,57,3840,70,425,45,Courting Pokémon,55,1000000,0.9,67,Kokoromoriココロモリ,Swoobat,50,528,77,55,114,Psychic,Flying,10.5,5,FALSE,FALSE,425,1.0363636363636364,0.03518549271266386
"Sand Rush, Sand Force, Mold Breaker",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,85,5120,70,328,120,Mole Pokémon,40,1000000,0.3,60,Mogurewモグリュー,Drilbur,50,529,30,45,68,Ground,None,8.5,5,FALSE,FALSE,328,2.125,1.1888879670331963e-4
"Sand Rush, Sand Force, Mold Breaker",0.5,1,0.5,0,0.5,2,2,0.5,1,1,2,1,0.5,0,0.5,0.25,0.5,2,135,5120,70,508,60,Subterrene Pokémon,60,1000000,0.7,110,Doryuzuドリュウズ,Excadrill,50,530,50,65,88,Ground,Steel,40.4,5,FALSE,FALSE,508,2.25,0.05008115096856776
"Healer, Regenerator, Klutz",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,5120,70,545,255,Hearing Pokémon,126,800000,1.1,103,Tabunneタブンネ,Audino,50,531,80,126,50,Normal,None,31,5,FALSE,FALSE,545,0.47619047619047616,0.04724876444882733
"Guts, Sheer Force, Iron Fist",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,80,5120,70,305,180,Muscular Pokémon,55,1059860,0.6,75,Dokkorerドッコラー,Timburr,75.4,532,25,35,35,Fighting,None,12.5,5,FALSE,FALSE,305,1.4545454545454546,4.7917890180977044e-12
"Guts, Sheer Force, Iron Fist",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,105,5120,70,405,90,Muscular Pokémon,85,1059860,1.2,85,Dotekkotsuドテッコツ,Gurdurr,75.4,533,40,50,40,Fighting,None,40,5,FALSE,FALSE,405,1.2352941176470589,1.4155965042137027e-10
"Guts, Sheer Force, Iron Fist",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,140,5120,70,505,45,Muscular Pokémon,95,1059860,1.4,105,Roubushinローブシン,Conkeldurr,75.4,534,55,65,45,Fighting,None,87,5,FALSE,FALSE,505,1.4736842105263157,4.1819734703491225e-9
"Swift Swim, Hydration, Water Absorb",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,50,5120,70,294,255,Tadpole Pokémon,40,1059860,0.5,50,Otamaroオタマロ,Tympole,50,535,50,40,64,Water,None,4.5,5,FALSE,FALSE,294,1.25,2.554417873937583e-5
"Swift Swim, Hydration, Water Absorb",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,65,5120,70,384,120,Vibration Pokémon,55,1059860,0.8,75,Gamagaruガマガル,Palpitoad,50,536,65,55,69,Water,Ground,17,5,FALSE,FALSE,384,1.1818181818181819,5.376097158803674e-4
"Swift Swim, Poison Touch, Water Absorb",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,95,5120,70,509,45,Vibration Pokémon,75,1059860,1.5,105,Gamagerogeガマゲロゲ,Seismitoad,50,537,85,75,74,Water,Ground,62,5,FALSE,FALSE,509,1.2666666666666666,0.03572353770367843
"Guts, Inner Focus, Mold Breaker",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,100,5120,70,465,45,Judo Pokémon,85,1000000,1.3,120,Nagekiナゲキ,Throh,100,538,30,85,45,Fighting,None,55.5,5,FALSE,FALSE,465,1.1764705882352942,1.0794550372248934e-9
"Sturdy, Inner Focus, Mold Breaker",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,125,5120,70,465,45,Karate Pokémon,75,1000000,1.4,75,Dagekiダゲキ,Sawk,100,539,30,75,85,Fighting,None,51,5,FALSE,FALSE,465,1.6666666666666667,1.0794550372248934e-9
"Swarm, Chlorophyll, Overcoat",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,53,3840,70,310,255,Sewing Pokémon,70,1059860,0.3,45,Kurumiruクルミル,Sewaddle,50,540,40,60,42,Bug,Grass,2.5,5,FALSE,FALSE,310,0.7571428571428571,5.323644153805581e-5
"Leaf Guard, Chlorophyll, Overcoat",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,63,3840,70,380,120,Leaf-Wrapped Pokémon,90,1059860,0.5,55,Kurumayuクルマユ,Swadloon,50,541,50,80,42,Bug,Grass,7.3,5,FALSE,FALSE,380,0.7,5.692382927399527e-4
"Swarm, Chlorophyll, Overcoat",2,1,1,0.5,1,0.5,4,4,1,0.25,0.25,2,1,2,1,2,1,0.5,103,3840,70,500,45,Nurturing Pokémon,80,1059860,1.2,75,Hahakomoriハハコモリ,Leavanny,50,542,70,80,92,Bug,Grass,20.5,5,FALSE,FALSE,500,1.2875,0.03205688950775015
"Poison Point, Swarm, Speed Boost",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,45,3840,70,260,255,Centipede Pokémon,59,1059860,0.4,30,Fushideフシデ,Venipede,50,543,30,39,57,Bug,Poison,5.3,5,FALSE,FALSE,260,0.7627118644067796,9.795057471383843e-6
"Poison Point, Swarm, Speed Boost",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,55,3840,70,360,120,Curlipede Pokémon,99,1059860,1.2,40,Wheegaホイーガ,Whirlipede,50,544,40,79,47,Bug,Poison,58.5,5,FALSE,FALSE,360,0.5555555555555556,2.8928597748605317e-4
"Poison Point, Swarm, Speed Boost",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,100,5120,70,485,45,Megapede Pokémon,89,1059860,2.5,60,Pendrorペンドラー,Scolipede,50,545,55,69,112,Bug,Poison,200.5,5,FALSE,FALSE,485,1.1235955056179776,0.019540467573538077
"Prankster, Infiltrator, Chlorophyll",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,27,5120,70,280,190,Cotton Puff Pokémon,60,1000000,0.3,40,Monmenモンメン,Cottonee,50,546,37,50,66,Grass,Fairy,0.6,5,FALSE,FALSE,280,0.45,2.2279954136671782e-5
"Prankster, Infiltrator, Chlorophyll",1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5,67,5120,70,480,75,Windveiled Pokémon,85,1000000,0.7,60,Elfuunエルフーン,Whimsicott,50,547,77,75,116,Grass,Fairy,6.6,5,FALSE,FALSE,480,0.788235294117647,0.01907408718221555
"Chlorophyll, Own Tempo, Leaf Guard",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,35,5120,70,280,190,Bulb Pokémon,50,1000000,0.5,45,Churineチュリネ,Petilil,0,548,70,50,30,Grass,None,6.6,5,FALSE,FALSE,280,0.7,2.2279954136671782e-5
"Chlorophyll, Own Tempo, Leaf Guard",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,60,5120,70,480,75,Flowering Pokémon,75,1000000,1.1,70,Dredearドレディア,Lilligant,0,549,110,75,90,Grass,None,16.3,5,FALSE,FALSE,480,0.8,0.01907408718221555
"Reckless, Rock Head, Adaptability, Mold Breaker",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,92,10240,70,460,25,Hostile Pokémon,65,1000000,1,70,Bassraoバスラオ,Basculin,50,550,80,55,98,Water,None,18,5,FALSE,FALSE,460,1.4153846153846155,0.007001402589013659
"Intimidate, Moxie, Anger Point",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,72,5120,70,292,180,Desert Croc Pokémon,35,1059860,0.7,50,Megurocoメグロコ,Sandile,50,551,35,35,65,Ground,Dark,15.2,5,FALSE,FALSE,292,2.057142857142857,3.5141335287542496e-5
"Intimidate, Moxie, Anger Point",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,82,5120,70,351,90,Desert Croc Pokémon,45,1059860,1,60,Waruvileワルビル,Krokorok,50,552,45,45,74,Ground,Dark,33.4,5,FALSE,FALSE,351,1.8222222222222222,2.589892200234506e-4
"Intimidate, Moxie, Anger Point",2,0.5,1,0,2,2,1,1,0.5,2,1,2,1,0.5,0,0.5,1,2,117,5120,70,519,45,Intimidation Pokémon,80,1059860,1.5,95,Waruvialワルビアル,Krookodile,50,553,65,70,92,Ground,Dark,96.3,5,FALSE,FALSE,519,1.4625,0.07107502675709823
"Hustle, Inner Focus",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,90,5120,70,315,120,Zen Charm Pokémon,45,1059860,0.6,70,Darumakkaダルマッカ,Darumaka,50,554,15,45,50,Fire,None,37.5,5,FALSE,FALSE,315,2,1.4866187860723668e-4
"Sheer Force, Zen Mode",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,30,5120,70,540,60,Blazing Pokémon,105,1059860,1.3,105,Hihidarumaヒヒダルマ,Darmanitan,50,555,140,105,55,Fire,Fire,92.9,5,FALSE,FALSE,540,0.2857142857142857,0.23225916521783566
"Water Absorb, Chlorophyll, Storm Drain",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,86,5120,70,461,255,Cactus Pokémon,67,1000000,1,75,Maracacchiマラカッチ,Maractus,50,556,106,67,60,Grass,None,28,5,FALSE,FALSE,461,1.2835820895522387,0.010115979228717398
"Sturdy, Shell Armor, Weak Armor",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,65,5120,70,325,190,Rock Inn Pokémon,85,1000000,0.3,50,Ishizumaiイシズマイ,Dwebble,50,557,35,35,55,Bug,Rock,14.5,5,FALSE,FALSE,325,0.7647058823529411,8.846265871827313e-5
"Sturdy, Shell Armor, Weak Armor",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,105,5120,70,485,75,Stone Home Pokémon,125,1000000,1.4,70,Iwapalaceイワパレス,Crustle,50,558,65,75,45,Bug,Rock,200,5,FALSE,FALSE,485,0.84,0.019540467573538077
"Shed Skin, Moxie, Intimidate",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,75,3840,35,348,180,Shedding Pokémon,70,1000000,0.6,50,Zurugguズルッグ,Scraggy,50,559,35,70,48,Dark,Fighting,11.8,5,FALSE,FALSE,348,1.0714285714285714,2.533465772030958e-4
"Shed Skin, Moxie, Intimidate",1,0.25,1,1,4,2,1,2,0.5,1,1,1,1,1,0,0.5,1,1,90,3840,70,488,90,Hoodlum Pokémon,115,1000000,1.1,65,Zuruzukinズルズキン,Scrafty,50,560,45,115,58,Dark,Fighting,30,5,FALSE,FALSE,488,0.782608695652174,0.028185577233037447
"Wonder Skin , Magic Guard, Tinted Lens",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,58,5120,70,490,45,Avianoid Pokémon,80,1000000,1.4,72,Symbolerシンボラー,Sigilyph,50,561,103,80,97,Psychic,Flying,14,5,FALSE,FALSE,490,0.725,0.24777382237331047
Mummy,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,30,6400,70,303,190,Spirit Pokémon,85,1000000,0.5,38,Desumasuデスマス,Yamask,50,562,55,65,30,Ghost,None,1.5,5,FALSE,FALSE,303,0.35294117647058826,1.5943533068198252e-5
Mummy,0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,50,6400,70,483,90,Coffin Pokémon,145,1000000,1.7,58,Desukarnデスカーン,Cofagrigus,50,563,95,105,30,Ghost,None,76.5,5,FALSE,FALSE,483,0.3448275862068966,0.007019841242833066
"Solid Rock, Sturdy, Swift Swim",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,78,7680,70,355,45,Prototurtle Pokémon,103,1000000,0.7,54,Protogaプロトーガ,Tirtouga,88.1,564,53,45,22,Water,Rock,16.5,5,FALSE,FALSE,355,0.7572815533980582,2.0145823808746848e-4
"Solid Rock, Sturdy, Swift Swim",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,108,7680,70,495,45,Prototurtle Pokémon,133,1000000,1.2,74,Abagouraアバゴーラ,Carracosta,88.1,565,83,65,32,Water,Rock,81,5,FALSE,FALSE,495,0.8120300751879699,0.022541832755308785
Defeatist,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,112,7680,70,401,45,First Bird Pokémon,45,1000000,0.5,55,Archenアーケン,Archen,88.1,566,74,45,70,Rock,Flying,9.5,5,FALSE,FALSE,401,2.488888888888889,0.0015274774463246575
Defeatist,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2,140,7680,70,567,45,First Bird Pokémon,65,1000000,1.4,75,Archeosアーケオス,Archeops,88.1,567,112,65,110,Rock,Flying,32,5,FALSE,FALSE,567,2.1538461538461537,0.296889890021627
"Stench, Sticky Hold, Aftermath",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,50,5120,70,329,190,Trash Bag Pokémon,62,1000000,0.6,50,Yabukuronヤブクロン,Trubbish,50,568,40,62,65,Poison,None,31,5,FALSE,FALSE,329,0.8064516129032258,5.163038952699164e-11
"Stench, Weak Armor, Aftermath",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,95,5120,70,474,60,Trash Heap Pokémon,82,1000000,1.9,80,Dustdasダストダス,Garbodor,50,569,60,82,75,Poison,None,107.3,5,FALSE,FALSE,474,1.1585365853658536,6.999161255007586e-9
Illusion,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,65,6400,70,330,75,Tricky Fox Pokémon,40,1059860,0.7,40,Zoruaゾロア,Zorua,88.1,570,80,40,65,Dark,None,12.5,5,FALSE,FALSE,330,1.625,1.3774813638373334e-4
Illusion,2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,105,5120,70,510,45,Illusion Fox Pokémon,60,1059860,1.6,60,Zoroarkゾロアーク,Zoroark,88.1,571,120,60,105,Dark,None,81.1,5,FALSE,FALSE,510,1.75,0.05756920806579031
"Cute Charm, Technician, Skill Link",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,50,3840,70,300,255,Chinchilla Pokémon,40,800000,0.4,55,Chillarmyチラーミィ,Minccino,24.6,572,40,40,75,Normal,None,5.8,5,FALSE,FALSE,300,1.25,1.238292273823639e-5
"Cute Charm, Technician, Skill Link",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,3840,70,470,60,Scarf Pokémon,60,800000,0.5,75,Chillaccinoチラチーノ,Cinccino,24.6,573,65,60,115,Normal,None,7.5,5,FALSE,FALSE,470,1.5833333333333333,0.003898371652634816
"Frisk, Competitive, Shadow Tag",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Fixation Pokémon,50,1059860,0.4,45,Gothimuゴチム,Gothita,24.6,574,55,65,45,Psychic,None,5.8,5,FALSE,FALSE,290,0.6,3.7727628807090476e-4
"Frisk, Competitive, Shadow Tag",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,45,5120,70,390,100,Manipulate Pokémon,70,1059860,0.7,60,Gothimiruゴチミル,Gothorita,24.6,575,75,85,55,Psychic,None,18,5,FALSE,FALSE,390,0.6428571428571429,0.01102680525907346
"Frisk, Competitive, Shadow Tag",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,55,5120,70,490,50,Astral Body Pokémon,95,1059860,1.5,70,Gothiruselleゴチルゼル,Gothitelle,24.6,576,95,110,65,Psychic,None,44,5,FALSE,FALSE,490,0.5789473684210527,0.24777382237331047
"Overcoat, Magic Guard, Regenerator",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,30,5120,70,290,200,Cell Pokémon,40,1059860,0.3,45,Uniranユニラン,Solosis,50,577,105,50,20,Psychic,None,1,5,FALSE,FALSE,290,0.75,3.7727628807090476e-4
"Overcoat, Magic Guard, Regenerator",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,40,5120,70,370,100,Mitosis Pokémon,50,1059860,0.6,65,Doublanダブラン,Duosion,50,578,125,60,30,Psychic,None,8,5,FALSE,FALSE,370,0.8,0.005632790770882013
"Overcoat, Magic Guard, Regenerator",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,65,5120,70,490,50,Multiplying Pokémon,75,1059860,1,110,Lanculusランクルス,Reuniclus,50,579,125,85,30,Psychic,None,20.1,5,FALSE,FALSE,490,0.8666666666666667,0.24777382237331047
"Keen Eye, Big Pecks, Hydration",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,44,5120,70,305,190,Water Bird Pokémon,50,1000000,0.5,62,Koaruhieコアルヒー,Ducklett,50,580,44,50,55,Water,Flying,5.5,5,FALSE,FALSE,305,0.88,3.707110534072799e-5
